經度緯度,經度,緯度,經度緯度
23.0335121.7897,23.0335,121.7897,23.0335121.7897
23.9885120.7284,23.9885,120.7284,23.9885120.7284
23.2639121.1162,23.2639,121.1162,23.2639121.1162
23.2317121.0969,23.2317,121.0969,23.2317121.0969
23.0641121.9995,23.0641,121.9995,23.0641121.9995
23.0268121.7942,23.0268,121.7942,23.0268121.7942
23.056121.7794,23.056,121.7794,23.056121.7794
23.0552121.7874,23.0552,121.7874,23.0552121.7874
23.0221122.3089,23.0221,122.3089,23.0221122.3089
22.9713122.3451,22.9713,122.3451,22.9713122.3451
23.0032122.3111,23.0032,122.3111,23.0032122.3111
23.0487121.8117,23.0487,121.8117,23.0487121.8117
23.0867121.4742,23.0867,121.4742,23.0867121.4742
23.0886121.4972,23.0886,121.4972,23.0886121.4972
23.071121.6514,23.071,121.6514,23.071121.6514
23.0423121.7709,23.0423,121.7709,23.0423121.7709
23.0579121.763,23.0579,121.763,23.0579121.763
23.0672121.79,23.0672,121.79,23.0672121.79
23.0679121.7864,23.0679,121.7864,23.0679121.7864
23.0753121.7861,23.0753,121.7861,23.0753121.7861
23.0367121.913,23.0367,121.913,23.0367121.913
23.0733122.0557,23.0733,122.0557,23.0733122.0557
23.0454121.8084,23.0454,121.8084,23.0454121.8084
23.0494121.9181,23.0494,121.9181,23.0494121.9181
23.0382122.0594,23.0382,122.0594,23.0382122.0594
23.0242122.1658,23.0242,122.1658,23.0242122.1658
22.9838122.3387,22.9838,122.3387,22.9838122.3387
23.0109122.3194,23.0109,122.3194,23.0109122.3194
23.0027122.3253,23.0027,122.3253,23.0027122.3253
23.033122.3005,23.033,122.3005,23.033122.3005
23.0064122.3128,23.0064,122.3128,23.0064122.3128
22.9748122.325,22.9748,122.325,22.9748122.325
22.9638122.416,22.9638,122.416,22.9638122.416
22.9766122.4061,22.9766,122.4061,22.9766122.4061
23.0214122.3143,23.0214,122.3143,23.0214122.3143
23.0399121.7934,23.0399,121.7934,23.0399121.7934
23.0218121.7967,23.0218,121.7967,23.0218121.7967
23.0479121.7919,23.0479,121.7919,23.0479121.7919
23.0649121.7888,23.0649,121.7888,23.0649121.7888
22.2568054199219118.623176574707,22.2568054199219,118.623176574707,22.2568054199219118.623176574707
22.9329122.6518,22.9329,122.6518,22.9329122.6518
23.0697121.7108,23.0697,121.7108,23.0697121.7108
23.0262121.9387,23.0262,121.9387,23.0262121.9387
23.0357121.9355,23.0357,121.9355,23.0357121.9355
23.0634121.6578,23.0634,121.6578,23.0634121.6578
23.0667121.6455,23.0667,121.6455,23.0667121.6455
23.0657121.6409,23.0657,121.6409,23.0657121.6409
23.053121.7156,23.053,121.7156,23.053121.7156
23.0671121.7141,23.0671,121.7141,23.0671121.7141
23122.3104,23,122.3104,23122.3104
22.9556122.3413,22.9556,122.3413,22.9556122.3413
22.9884122.3982,22.9884,122.3982,22.9884122.3982
23.017122.3761,23.017,122.3761,23.017122.3761
23.0068122.0398,23.0068,122.0398,23.0068122.0398
24.6124120.8334,24.6124,120.8334,24.6124120.8334
22.9621122.3904,22.9621,122.3904,22.9621122.3904
22.9944122.3578,22.9944,122.3578,22.9944122.3578
23.0078122.3512,23.0078,122.3512,23.0078122.3512
23.0218122.3474,23.0218,122.3474,23.0218122.3474
23.0826121.5009,23.0826,121.5009,23.0826121.5009
22.9617122.3539,22.9617,122.3539,22.9617122.3539
22.9898122.3339,22.9898,122.3339,22.9898122.3339
23.0401121.8917,23.0401,121.8917,23.0401121.8917
22.9955122.3567,22.9955,122.3567,22.9955122.3567
23.0197122.3389,23.0197,122.3389,23.0197122.3389
23.0122122.3263,23.0122,122.3263,23.0122122.3263
22.9682122.3534,22.9682,122.3534,22.9682122.3534
23.0547121.805,23.0547,121.805,23.0547121.805
23.0697121.7062,23.0697,121.7062,23.0697121.7062
23.049121.8029,23.049,121.8029,23.049121.8029
22.9517122.401,22.9517,122.401,22.9517122.401
23.0235122.3127,23.0235,122.3127,23.0235122.3127
23.0102122.3238,23.0102,122.3238,23.0102122.3238
23.0009122.3305,23.0009,122.3305,23.0009122.3305
23.0738121.609,23.0738,121.609,23.0738121.609
23.0849121.6017,23.0849,121.6017,23.0849121.6017
23.0677121.7993,23.0677,121.7993,23.0677121.7993
23.0446121.8038,23.0446,121.8038,23.0446121.8038
22.9854122.3449,22.9854,122.3449,22.9854122.3449
22.9977122.3394,22.9977,122.3394,22.9977122.3394
23.0307121.8081,23.0307,121.8081,23.0307121.8081
23.0437121.9569,23.0437,121.9569,23.0437121.9569
23.0458121.9666,23.0458,121.9666,23.0458121.9666
23.0617121.8055,23.0617,121.8055,23.0617121.8055
23.0704121.7906,23.0704,121.7906,23.0704121.7906
23.0096122.3267,23.0096,122.3267,23.0096122.3267
22.9802122.3479,22.9802,122.3479,22.9802122.3479
23.0638121.8333,23.0638,121.8333,23.0638121.8333
23.0454121.8376,23.0454,121.8376,23.0454121.8376
22.3512210845947118.567192077637,22.3512210845947,118.567192077637,22.3512210845947118.567192077637
22.9802122.3946,22.9802,122.3946,22.9802122.3946
22.9603122.3689,22.9603,122.3689,22.9603122.3689
23.0035122.3523,23.0035,122.3523,23.0035122.3523
23.0255122.2966,23.0255,122.2966,23.0255122.2966
23.0494122.3299,23.0494,122.3299,23.0494122.3299
23.02122.3474,23.02,122.3474,23.02122.3474
23.0062122.3492,23.0062,122.3492,23.0062122.3492
22.9641122.3855,22.9641,122.3855,22.9641122.3855
23.0011122.3529,23.0011,122.3529,23.0011122.3529
23.0008122.3649,23.0008,122.3649,23.0008122.3649
22.9891122.3635,22.9891,122.3635,22.9891122.3635
23.041122.325,23.041,122.325,23.041122.325
22.985122.3735,22.985,122.3735,22.985122.3735
23.0062122.3633,23.0062,122.3633,23.0062122.3633
22.9698122.3907,22.9698,122.3907,22.9698122.3907
22.9906122.3785,22.9906,122.3785,22.9906122.3785
23.0639121.7843,23.0639,121.7843,23.0639121.7843
23.0055122.3635,23.0055,122.3635,23.0055122.3635
22.9948122.3688,22.9948,122.3688,22.9948122.3688
22.9396122.3901,22.9396,122.3901,22.9396122.3901
22.9692122.3797,22.9692,122.3797,22.9692122.3797
22.983122.366,22.983,122.366,22.983122.366
23.008122.3655,23.008,122.3655,23.008122.3655
23.0359122.3476,23.0359,122.3476,23.0359122.3476
23.0366122.3373,23.0366,122.3373,23.0366122.3373
22.9835122.3706,22.9835,122.3706,22.9835122.3706
22.987122.3578,22.987,122.3578,22.987122.3578
23.0093122.3414,23.0093,122.3414,23.0093122.3414
23.01122.3525,23.01,122.3525,23.01122.3525
22.9939122.3644,22.9939,122.3644,22.9939122.3644
23.0133122.3651,23.0133,122.3651,23.0133122.3651
23.0217122.3587,23.0217,122.3587,23.0217122.3587
23.0342122.3344,23.0342,122.3344,23.0342122.3344
23.024122.342,23.024,122.342,23.024122.342
23.0582122.3101,23.0582,122.3101,23.0582122.3101
23.0568121.7761,23.0568,121.7761,23.0568121.7761
23.664121.6828,23.664,121.6828,23.664121.6828
23.6963121.8996,23.6963,121.8996,23.6963121.8996
23.7094121.8928,23.7094,121.8928,23.7094121.8928
24.7057121.0324,24.7057,121.0324,24.7057121.0324
22.6371120.6907,22.6371,120.6907,22.6371120.6907
22.4907121.6791,22.4907,121.6791,22.4907121.6791
23.0703121.5817,23.0703,121.5817,23.0703121.5817
22.9594122.2937,22.9594,122.2937,22.9594122.2937
22.925122.3161,22.925,122.3161,22.925122.3161
22.9064122.4483,22.9064,122.4483,22.9064122.4483
23.0693121.4745,23.0693,121.4745,23.0693121.4745
22.8913122.3988,22.8913,122.3988,22.8913122.3988
22.8761122.4096,22.8761,122.4096,22.8761122.4096
22.9573122.3522,22.9573,122.3522,22.9573122.3522
22.9505122.3552,22.9505,122.3552,22.9505122.3552
22.9999122.3203,22.9999,122.3203,22.9999122.3203
22.9078122.3676,22.9078,122.3676,22.9078122.3676
22.9747122.3232,22.9747,122.3232,22.9747122.3232
22.9971121.7878,22.9971,121.7878,22.9971121.7878
22.9974121.95,22.9974,121.95,22.9974121.95
23.0217122.2187,23.0217,122.2187,23.0217122.2187
23.0723121.6438,23.0723,121.6438,23.0723121.6438
23.0634121.5554,23.0634,121.5554,23.0634121.5554
23.1266122.5934,23.1266,122.5934,23.1266122.5934
22.9977122.3667,22.9977,122.3667,22.9977122.3667
22.9994122.3502,22.9994,122.3502,22.9994122.3502
23.0168122.3425,23.0168,122.3425,23.0168122.3425
23.0749121.5728,23.0749,121.5728,23.0749121.5728
23.0742121.6618,23.0742,121.6618,23.0742121.6618
23.0384121.6792,23.0384,121.6792,23.0384121.6792
23.0264121.8106,23.0264,121.8106,23.0264121.8106
23.0441121.8071,23.0441,121.8071,23.0441121.8071
22.9156122.1715,22.9156,122.1715,22.9156122.1715
22.9915122.577,22.9915,122.577,22.9915122.577
22.9696122.3851,22.9696,122.3851,22.9696122.3851
23.0047122.3588,23.0047,122.3588,23.0047122.3588
22.973122.3666,22.973,122.3666,22.973122.3666
22.9492122.384,22.9492,122.384,22.9492122.384
23.035122.3217,23.035,122.3217,23.035122.3217
23.0053122.3656,23.0053,122.3656,23.0053122.3656
23.0269121.9833,23.0269,121.9833,23.0269121.9833
23.2082121.2118,23.2082,121.2118,23.2082121.2118
23.1923121.224,23.1923,121.224,23.1923121.224
22.9909122.3784,22.9909,122.3784,22.9909122.3784
22.9972122.3194,22.9972,122.3194,22.9972122.3194
22.9799122.3283,22.9799,122.3283,22.9799122.3283
23.0795121.9425,23.0795,121.9425,23.0795121.9425
23.0846121.5329,23.0846,121.5329,23.0846121.5329
22.9662122.3907,22.9662,122.3907,22.9662122.3907
23.0113122.3451,23.0113,122.3451,23.0113122.3451
22.9947122.3651,22.9947,122.3651,22.9947122.3651
22.9698122.3802,22.9698,122.3802,22.9698122.3802
22.9845122.3762,22.9845,122.3762,22.9845122.3762
22.9417122.4029,22.9417,122.4029,22.9417122.4029
22.9538122.4134,22.9538,122.4134,22.9538122.4134
22.9658122.4183,22.9658,122.4183,22.9658122.4183
23.0387121.792,23.0387,121.792,23.0387121.792
22.9911122.3235,22.9911,122.3235,22.9911122.3235
22.9667122.3407,22.9667,122.3407,22.9667122.3407
23.0103122.32,23.0103,122.32,23.0103122.32
22.9894122.3284,22.9894,122.3284,22.9894122.3284
23.0943121.4739,23.0943,121.4739,23.0943121.4739
22.9933122.3518,22.9933,122.3518,22.9933122.3518
23.0374121.7971,23.0374,121.7971,23.0374121.7971
22.9714122.1727,22.9714,122.1727,22.9714122.1727
23.0244122.1665,23.0244,122.1665,23.0244122.1665
23.0255121.8009,23.0255,121.8009,23.0255121.8009
23.0415121.7979,23.0415,121.7979,23.0415121.7979
23.0549121.7954,23.0549,121.7954,23.0549121.7954
22.9641122.417,22.9641,122.417,22.9641122.417
23.0575121.7933,23.0575,121.7933,23.0575121.7933
23.0463121.7954,23.0463,121.7954,23.0463121.7954
23.065121.7968,23.065,121.7968,23.065121.7968
23.0579121.8137,23.0579,121.8137,23.0579121.8137
23.0614121.7915,23.0614,121.7915,23.0614121.7915
23.0704121.8139,23.0704,121.8139,23.0704121.8139
23.0534121.8175,23.0534,121.8175,23.0534121.8175
23.0749121.789,23.0749,121.789,23.0749121.789
23.0644121.7764,23.0644,121.7764,23.0644121.7764
22.9796122.3842,22.9796,122.3842,22.9796122.3842
23.0104122.3593,23.0104,122.3593,23.0104122.3593
22.9634122.3912,22.9634,122.3912,22.9634122.3912
22.9439122.404,22.9439,122.404,22.9439122.404
22.9647122.3788,22.9647,122.3788,22.9647122.3788
22.9544122.3864,22.9544,122.3864,22.9544122.3864
22.962122.3733,22.962,122.3733,22.962122.3733
22.9764122.3759,22.9764,122.3759,22.9764122.3759
22.9639122.3782,22.9639,122.3782,22.9639122.3782
22.9875122.3595,22.9875,122.3595,22.9875122.3595
23.0052122.3441,23.0052,122.3441,23.0052122.3441
22.9059122.4253,22.9059,122.4253,22.9059122.4253
22.8915122.4548,22.8915,122.4548,22.8915122.4548
23.0369121.8053,23.0369,121.8053,23.0369121.8053
24.7736121.2428,24.7736,121.2428,24.7736121.2428
24.103121.5448,24.103,121.5448,24.103121.5448
22.7481122.4313,22.7481,122.4313,22.7481122.4313
22.9678121.9452,22.9678,121.9452,22.9678121.9452
22.9511122.3444,22.9511,122.3444,22.9511122.3444
23.0077121.8446,23.0077,121.8446,23.0077121.8446
22.9876121.7658,22.9876,121.7658,22.9876121.7658
23.0599121.5506,23.0599,121.5506,23.0599121.5506
23.0772121.7466,23.0772,121.7466,23.0772121.7466
23.0431121.6149,23.0431,121.6149,23.0431121.6149
23.071121.5635,23.071,121.5635,23.071121.5635
23.0108121.7904,23.0108,121.7904,23.0108121.7904
23.0691121.5053,23.0691,121.5053,23.0691121.5053
22.8851122.3775,22.8851,122.3775,22.8851122.3775
22.945122.3584,22.945,122.3584,22.945122.3584
22.8659122.4554,22.8659,122.4554,22.8659122.4554
22.9215122.4123,22.9215,122.4123,22.9215122.4123
23.0787121.6256,23.0787,121.6256,23.0787121.6256
23.0717121.5598,23.0717,121.5598,23.0717121.5598
23.0653121.5815,23.0653,121.5815,23.0653121.5815
23.0549121.7906,23.0549,121.7906,23.0549121.7906
22.805122.5007,22.805,122.5007,22.805122.5007
22.8565122.4684,22.8565,122.4684,22.8565122.4684
22.8186122.4947,22.8186,122.4947,22.8186122.4947
22.8593122.451,22.8593,122.451,22.8593122.451
23.0466121.6476,23.0466,121.6476,23.0466121.6476
22.9529122.0687,22.9529,122.0687,22.9529122.0687
22.8451122.4826,22.8451,122.4826,22.8451122.4826
22.896122.4085,22.896,122.4085,22.896122.4085
23.0096121.814,23.0096,121.814,23.0096121.814
23.0208121.8117,23.0208,121.8117,23.0208121.8117
23.0643121.5562,23.0643,121.5562,23.0643121.5562
23.0851121.5689,23.0851,121.5689,23.0851121.5689
22.9899121.9221,22.9899,121.9221,22.9899121.9221
23.0278121.7198,23.0278,121.7198,23.0278121.7198
23.0321121.6528,23.0321,121.6528,23.0321121.6528
23.0756121.5061,23.0756,121.5061,23.0756121.5061
23.0806121.4931,23.0806,121.4931,23.0806121.4931
23.0166121.8204,23.0166,121.8204,23.0166121.8204
22.9182122.2319,22.9182,122.2319,22.9182122.2319
22.776122.4737,22.776,122.4737,22.776122.4737
22.8766122.404,22.8766,122.404,22.8766122.404
22.8445122.4197,22.8445,122.4197,22.8445122.4197
23.0403121.6634,23.0403,121.6634,23.0403121.6634
23.031121.8076,23.031,121.8076,23.031121.8076
23.0338121.7901,23.0338,121.7901,23.0338121.7901
23.064121.5967,23.064,121.5967,23.064121.5967
23.0133121.9185,23.0133,121.9185,23.0133121.9185
22.9154122.1448,22.9154,122.1448,22.9154122.1448
22.9152122.1811,22.9152,122.1811,22.9152122.1811
22.8459122.5305,22.8459,122.5305,22.8459122.5305
22.8656122.5229,22.8656,122.5229,22.8656122.5229
23.0506121.5171,23.0506,121.5171,23.0506121.5171
23.0769121.5504,23.0769,121.5504,23.0769121.5504
22.9094121.8598,22.9094,121.8598,22.9094121.8598
22.9379121.7871,22.9379,121.7871,22.9379121.7871
22.9774121.8775,22.9774,121.8775,22.9774121.8775
22.8595122.6065,22.8595,122.6065,22.8595122.6065
22.8899122.5927,22.8899,122.5927,22.8899122.5927
22.9189122.559,22.9189,122.559,22.9189122.559
23.0008122.4836,23.0008,122.4836,23.0008122.4836
22.9474122.5321,22.9474,122.5321,22.9474122.5321
22.8632122.5799,22.8632,122.5799,22.8632122.5799
23.0593121.9927,23.0593,121.9927,23.0593121.9927
23.0037122.0908,23.0037,122.0908,23.0037122.0908
23.0473122.3316,23.0473,122.3316,23.0473122.3316
23.0704121.5878,23.0704,121.5878,23.0704121.5878
23.0616121.8026,23.0616,121.8026,23.0616121.8026
23.0691121.811,23.0691,121.811,23.0691121.811
23.0458121.8116,23.0458,121.8116,23.0458121.8116
23.0672121.574,23.0672,121.574,23.0672121.574
22.9761122.3679,22.9761,122.3679,22.9761122.3679
23.0177122.3373,23.0177,122.3373,23.0177122.3373
23.0653121.7811,23.0653,121.7811,23.0653121.7811
23.0414121.7931,23.0414,121.7931,23.0414121.7931
22.8091122.513,22.8091,122.513,22.8091122.513
22.7561122.5466,22.7561,122.5466,22.7561122.5466
22.7529122.5575,22.7529,122.5575,22.7529122.5575
22.8344122.4858,22.8344,122.4858,22.8344122.4858
22.7934122.5143,22.7934,122.5143,22.7934122.5143
22.7994122.5241,22.7994,122.5241,22.7994122.5241
22.8254122.495,22.8254,122.495,22.8254122.495
22.949122.4113,22.949,122.4113,22.949122.4113
23.0133122.3592,23.0133,122.3592,23.0133122.3592
23.0153122.3477,23.0153,122.3477,23.0153122.3477
22.9606122.398,22.9606,122.398,22.9606122.398
22.9044122.4181,22.9044,122.4181,22.9044122.4181
22.9453122.4095,22.9453,122.4095,22.9453122.4095
22.9078122.4334,22.9078,122.4334,22.9078122.4334
23.9375122.0367,23.9375,122.0367,23.9375122.0367
23.9849121.8287,23.9849,121.8287,23.9849121.8287
22.8761122.3862,22.8761,122.3862,22.8761122.3862
22.9148122.3596,22.9148,122.3596,22.9148122.3596
22.9884121.9172,22.9884,121.9172,22.9884121.9172
23.0367121.6872,23.0367,121.6872,23.0367121.6872
23.0489121.5622,23.0489,121.5622,23.0489121.5622
23.0525121.55,23.0525,121.55,23.0525121.55
22.8957122.4289,22.8957,122.4289,22.8957122.4289
22.9103122.4145,22.9103,122.4145,22.9103122.4145
23.0005121.8056,23.0005,121.8056,23.0005121.8056
23.0232121.6681,23.0232,121.6681,23.0232121.6681
23.0437121.667,23.0437,121.667,23.0437121.667
23.0162121.8328,23.0162,121.8328,23.0162121.8328
23.007121.9486,23.007,121.9486,23.007121.9486
23.0171121.8475,23.0171,121.8475,23.0171121.8475
23.035121.8433,23.035,121.8433,23.035121.8433
23.0554121.6612,23.0554,121.6612,23.0554121.6612
23.0428121.7816,23.0428,121.7816,23.0428121.7816
22.9568121.9898,22.9568,121.9898,22.9568121.9898
23.0465121.9785,23.0465,121.9785,23.0465121.9785
23.0782121.5049,23.0782,121.5049,23.0782121.5049
22.9875121.8735,22.9875,121.8735,22.9875121.8735
23.0134121.8294,23.0134,121.8294,23.0134121.8294
22.8828122.3996,22.8828,122.3996,22.8828122.3996
23.0765121.5108,23.0765,121.5108,23.0765121.5108
23.0587121.5642,23.0587,121.5642,23.0587121.5642
23.0513121.5702,23.0513,121.5702,23.0513121.5702
23.0662121.5265,23.0662,121.5265,23.0662121.5265
23.0357121.6952,23.0357,121.6952,23.0357121.6952
23.0108121.6972,23.0108,121.6972,23.0108121.6972
23.0255122.1053,23.0255,122.1053,23.0255122.1053
22.9165122.2696,22.9165,122.2696,22.9165122.2696
22.925122.2645,22.925,122.2645,22.925122.2645
22.9239122.1018,22.9239,122.1018,22.9239122.1018
22.8135122.6827,22.8135,122.6827,22.8135122.6827
22.866122.6356,22.866,122.6356,22.866122.6356
22.9764122.3268,22.9764,122.3268,22.9764122.3268
23.0695121.578,23.0695,121.578,23.0695121.578
23.0586121.5775,23.0586,121.5775,23.0586121.5775
23.0718121.558,23.0718,121.558,23.0718121.558
23.0632121.5671,23.0632,121.5671,23.0632121.5671
23.064121.6455,23.064,121.6455,23.064121.6455
23.0268121.6149,23.0268,121.6149,23.0268121.6149
23.0482121.6475,23.0482,121.6475,23.0482121.6475
23.0307121.7627,23.0307,121.7627,23.0307121.7627
23.0414121.7532,23.0414,121.7532,23.0414121.7532
23.0145121.757,23.0145,121.757,23.0145121.757
22.984121.9418,22.984,121.9418,22.984121.9418
22.9796122.1324,22.9796,122.1324,22.9796122.1324
22.9342122.3293,22.9342,122.3293,22.9342122.3293
22.9921122.3346,22.9921,122.3346,22.9921122.3346
22.9427122.3699,22.9427,122.3699,22.9427122.3699
22.8484122.7095,22.8484,122.7095,22.8484122.7095
22.8939122.6664,22.8939,122.6664,22.8939122.6664
23.0771121.5185,23.0771,121.5185,23.0771121.5185
23.0681121.6302,23.0681,121.6302,23.0681121.6302
23.0611121.6119,23.0611,121.6119,23.0611121.6119
23.0372121.7939,23.0372,121.7939,23.0372121.7939
23.0266121.7958,23.0266,121.7958,23.0266121.7958
22.9723121.9898,22.9723,121.9898,22.9723121.9898
22.9974122.04,22.9974,122.04,22.9974122.04
23.0336121.6827,23.0336,121.6827,23.0336121.6827
22.8935122.4468,22.8935,122.4468,22.8935122.4468
22.8515122.4842,22.8515,122.4842,22.8515122.4842
23.0655121.5494,23.0655,121.5494,23.0655121.5494
23.0728121.4874,23.0728,121.4874,23.0728121.4874
23.0718121.5103,23.0718,121.5103,23.0718121.5103
23.0733121.5515,23.0733,121.5515,23.0733121.5515
23.003121.8186,23.003,121.8186,23.003121.8186
23.0146121.798,23.0146,121.798,23.0146121.798
23.0365121.794,23.0365,121.794,23.0365121.794
22.8284122.6404,22.8284,122.6404,22.8284122.6404
22.9292122.4336,22.9292,122.4336,22.9292122.4336
22.9817121.9589,22.9817,121.9589,22.9817121.9589
22.9128122.0174,22.9128,122.0174,22.9128122.0174
22.9253122.1053,22.9253,122.1053,22.9253122.1053
22.7839122.5385,22.7839,122.5385,22.7839122.5385
23.02121.7939,23.02,121.7939,23.02121.7939
23.0122121.8069,23.0122,121.8069,23.0122121.8069
22.9989121.8095,22.9989,121.8095,22.9989121.8095
22.8282122.4902,22.8282,122.4902,22.8282122.4902
22.8944122.4333,22.8944,122.4333,22.8944122.4333
22.9512122.402,22.9512,122.402,22.9512122.402
22.9096122.4221,22.9096,122.4221,22.9096122.4221
22.9612122.3821,22.9612,122.3821,22.9612122.3821
22.9244122.4111,22.9244,122.4111,22.9244122.4111
22.8278122.5107,22.8278,122.5107,22.8278122.5107
23.0276121.8987,23.0276,121.8987,23.0276121.8987
22.9828122.0635,22.9828,122.0635,22.9828122.0635
22.9981122.127,22.9981,122.127,22.9981122.127
22.9661122.3862,22.9661,122.3862,22.9661122.3862
22.9584122.3467,22.9584,122.3467,22.9584122.3467
23.0433121.7964,23.0433,121.7964,23.0433121.7964
23.036121.8148,23.036,121.8148,23.036121.8148
22.9765122.3627,22.9765,122.3627,22.9765122.3627
22.9331122.4044,22.9331,122.4044,22.9331122.4044
22.9221122.4253,22.9221,122.4253,22.9221122.4253
22.8335122.4762,22.8335,122.4762,22.8335122.4762
22.8964122.415,22.8964,122.415,22.8964122.415
22.875122.4605,22.875,122.4605,22.875122.4605
22.8521122.4564,22.8521,122.4564,22.8521122.4564
